CaWO4_3CaCO3(40mg)_VL_260728
Température four	Temps	TG	
/°C	/s	/mg	
343.73	2535	-0.0726	
344.15	2538	-0.0722	
344.56	2540	-0.0723	
344.98	2543	-0.0725	
345.39	2545	-0.0724	
345.80	2548	-0.0723	
346.22	2550	-0.0726	
346.63	2553	-0.0729	
347.05	2555	-0.0728	
347.46	2558	-0.0726	
347.88	2560	-0.0728	
348.29	2563	-0.0730	
348.71	2565	-0.0729	
349.12	2568	-0.0724	
349.54	2570	-0.0730	
349.96	2573	-0.0731	
350.38	2575	-0.0729	
350.80	2578	-0.0725	
351.21	2580	-0.0731	
351.63	2583	-0.0733	
352.04	2585	-0.0731	
352.46	2588	-0.0727	
352.88	2590	-0.0734	
353.30	2593	-0.0733	
353.71	2595	-0.0729	
354.13	2598	-0.0728	
354.55	2600	-0.0733	
354.97	2603	-0.0735	
355.39	2605	-0.0733	
355.81	2608	-0.0731	
356.24	2610	-0.0734	
356.66	2613	-0.0733	
357.08	2615	-0.0731	
357.50	2618	-0.0733	
357.92	2620	-0.0737	
358.35	2623	-0.0736	
358.77	2625	-0.0732	
359.20	2628	-0.0733	
359.63	2630	-0.0737	
360.05	2633	-0.0737	
360.48	2635	-0.0733	
360.90	2638	-0.0736	
361.32	2640	-0.0738	
361.75	2643	-0.0736	
362.17	2645	-0.0733	
362.60	2648	-0.0739	
363.02	2650	-0.0743	
363.44	2653	-0.0737	
363.86	2655	-0.0735	
364.28	2658	-0.0739	
364.70	2660	-0.0743	
365.12	2663	-0.0737	
365.53	2665	-0.0736	
365.95	2668	-0.0740	
366.37	2670	-0.0742	
366.78	2673	-0.0740	
367.20	2675	-0.0737	
367.61	2678	-0.0742	
368.03	2680	-0.0743	
368.45	2683	-0.0741	
368.86	2685	-0.0740	
369.28	2688	-0.0743	
369.70	2690	-0.0745	
370.12	2693	-0.0742	
370.54	2695	-0.0742	
370.96	2698	-0.0746	
371.38	2700	-0.0745	
371.81	2703	-0.0742	
372.23	2705	-0.0744	
372.65	2708	-0.0746	
373.08	2710	-0.0747	
373.50	2713	-0.0743	
373.93	2715	-0.0744	
374.36	2718	-0.0747	
374.78	2720	-0.0745	
375.21	2723	-0.0742	
375.64	2725	-0.0746	
376.07	2728	-0.0749	
376.49	2730	-0.0746	
376.92	2733	-0.0744	
377.35	2735	-0.0750	
377.78	2738	-0.0751	
378.21	2740	-0.0747	
378.64	2743	-0.0746	
379.07	2745	-0.0747	
379.49	2748	-0.0751	
379.92	2750	-0.0748	
380.35	2753	-0.0747	
380.78	2755	-0.0753	
381.21	2758	-0.0752	
381.64	2760	-0.0750	
382.07	2763	-0.0749	
382.49	2765	-0.0753	
382.92	2768	-0.0754	
383.35	2770	-0.0751	
383.78	2773	-0.0750	
384.20	2775	-0.0754	
384.63	2778	-0.0755	
385.06	2780	-0.0752	
385.48	2783	-0.0751	
385.91	2785	-0.0758	
386.33	2788	-0.0756	
386.76	2790	-0.0754	
387.19	2793	-0.0755	
387.61	2795	-0.0757	
388.04	2798	-0.0757	
388.46	2800	-0.0756	
388.89	2803	-0.0756	
389.31	2805	-0.0758	
389.74	2808	-0.0757	
390.16	2810	-0.0754	
390.58	2813	-0.0759	
391.00	2815	-0.0760	
391.42	2818	-0.0760	
391.84	2820	-0.0756	
392.26	2823	-0.0762	
392.68	2825	-0.0762	
393.10	2828	-0.0760	
393.52	2830	-0.0758	
393.94	2833	-0.0762	
394.36	2835	-0.0764	
394.78	2838	-0.0759	
395.21	2840	-0.0760	
395.63	2843	-0.0763	
396.06	2845	-0.0766	
396.48	2848	-0.0763	
396.91	2850	-0.0762	
397.33	2853	-0.0764	
397.76	2855	-0.0763	
398.18	2858	-0.0762	
398.61	2860	-0.0762	
399.03	2863	-0.0767	
399.46	2865	-0.0767	
399.88	2868	-0.0763	
400.30	2870	-0.0764	
400.72	2873	-0.0770	
401.14	2875	-0.0768	
401.57	2878	-0.0766	
401.99	2880	-0.0767	
402.40	2883	-0.0769	
402.82	2885	-0.0769	
403.24	2888	-0.0765	
403.65	2890	-0.0769	
404.06	2893	-0.0773	
404.48	2895	-0.0770	
404.89	2898	-0.0766	
405.31	2900	-0.0769	
405.72	2903	-0.0773	
406.14	2905	-0.0769	
406.55	2908	-0.0766	
406.97	2910	-0.0773	
407.38	2913	-0.0775	
407.80	2915	-0.0770	
408.22	2918	-0.0769	
408.63	2920	-0.0773	
409.05	2923	-0.0775	
409.47	2925	-0.0773	
409.88	2928	-0.0771	
410.30	2930	-0.0775	
410.73	2933	-0.0778	
411.15	2935	-0.0773	
411.57	2938	-0.0775	
411.99	2940	-0.0779	
412.41	2943	-0.0779	
412.83	2945	-0.0777	
413.25	2948	-0.0777	
413.67	2950	-0.0780	
414.09	2953	-0.0779	
414.50	2955	-0.0777	
414.92	2958	-0.0776	
415.33	2960	-0.0781	
415.75	2963	-0.0782	
416.17	2965	-0.0777	
416.59	2968	-0.0778	
417.01	2970	-0.0781	
417.43	2973	-0.0779	
417.85	2975	-0.0774	
418.27	2978	-0.0778	
418.69	2980	-0.0781	
419.11	2983	-0.0777	
419.53	2985	-0.0777	
419.95	2988	-0.0782	
420.37	2990	-0.0783	
420.79	2993	-0.0779	
421.21	2995	-0.0778	
421.63	2998	-0.0782	
422.05	3000	-0.0785	
422.48	3003	-0.0780	
422.90	3005	-0.0780	
423.32	3008	-0.0785	
423.75	3010	-0.0786	
424.17	3013	-0.0782	
424.59	3015	-0.0783	
425.01	3018	-0.0788	
425.43	3020	-0.0788	
425.85	3023	-0.0786	
426.27	3025	-0.0786	
426.69	3028	-0.0788	
427.11	3030	-0.0788	
427.53	3033	-0.0787	
427.95	3035	-0.0788	
428.36	3038	-0.0790	
428.78	3040	-0.0790	
429.20	3043	-0.0787	
429.61	3045	-0.0789	
430.03	3048	-0.0792	
430.45	3050	-0.0790	
430.86	3053	-0.0788	
431.28	3055	-0.0789	
431.69	3058	-0.0792	
432.10	3060	-0.0789	
432.52	3063	-0.0788	
432.94	3065	-0.0793	
433.35	3068	-0.0794	
433.77	3070	-0.0791	
434.19	3073	-0.0789	
434.61	3075	-0.0794	
435.03	3078	-0.0794	
435.44	3080	-0.0794	
435.86	3083	-0.0791	
436.27	3085	-0.0797	
436.69	3088	-0.0798	
437.11	3090	-0.0794	
437.53	3093	-0.0794	
437.95	3095	-0.0797	
438.36	3098	-0.0799	
438.78	3100	-0.0795	
439.20	3103	-0.0794	
439.62	3105	-0.0799	
440.04	3108	-0.0799	
440.46	3110	-0.0797	
440.88	3113	-0.0797	
441.30	3115	-0.0801	
441.72	3118	-0.0801	
442.14	3120	-0.0801	
442.56	3123	-0.0799	
442.99	3125	-0.0801	
443.41	3128	-0.0801	
443.83	3130	-0.0799	
444.25	3133	-0.0799	
444.67	3135	-0.0803	
445.10	3138	-0.0804	
445.52	3140	-0.0800	
445.95	3143	-0.0802	
446.37	3145	-0.0805	
446.79	3148	-0.0803	
447.21	3150	-0.0801	
447.63	3153	-0.0804	
448.04	3155	-0.0807	
448.46	3158	-0.0804	
448.87	3160	-0.0802	
449.28	3163	-0.0806	
449.70	3165	-0.0810	
450.11	3168	-0.0806	
450.53	3170	-0.0803	
450.94	3173	-0.0808	
451.35	3175	-0.0808	
451.77	3178	-0.0806	
452.18	3180	-0.0806	
452.59	3183	-0.0809	
453.01	3185	-0.0814	
453.42	3188	-0.0810	
453.83	3190	-0.0806	
454.25	3193	-0.0810	
454.67	3195	-0.0813	
455.09	3198	-0.0810	
455.51	3200	-0.0808	
455.93	3203	-0.0813	
456.35	3205	-0.0814	
456.77	3208	-0.0810	
457.19	3210	-0.0808	
457.61	3213	-0.0813	
458.03	3215	-0.0813	
458.45	3218	-0.0807	
458.87	3220	-0.0809	
459.28	3223	-0.0813	
459.70	3225	-0.0815	
460.12	3228	-0.0810	
460.53	3230	-0.0811	
460.94	3233	-0.0814	
461.36	3235	-0.0815	
461.77	3238	-0.0811	
462.19	3240	-0.0814	
462.61	3243	-0.0815	
463.02	3245	-0.0815	
463.44	3248	-0.0813	
463.85	3250	-0.0815	
464.27	3253	-0.0818	
464.68	3255	-0.0816	
465.10	3258	-0.0813	
465.51	3260	-0.0815	
465.93	3263	-0.0819	
466.34	3265	-0.0816	
466.75	3268	-0.0813	
467.17	3270	-0.0819	
467.58	3273	-0.0819	
468.00	3275	-0.0815	
468.41	3278	-0.0813	
468.83	3280	-0.0820	
469.24	3283	-0.0821	
469.65	3285	-0.0817	
470.07	3288	-0.0816	
470.48	3290	-0.0820	
470.89	3293	-0.0823	
471.31	3295	-0.0819	
471.72	3298	-0.0817	
472.14	3300	-0.0822	
472.55	3303	-0.0823	
472.97	3305	-0.0821	
473.39	3308	-0.0819	
473.81	3310	-0.0824	
474.22	3313	-0.0824	
474.64	3315	-0.0821	
475.05	3318	-0.0818	
475.47	3320	-0.0825	
475.88	3323	-0.0825	
476.30	3325	-0.0821	
476.71	3328	-0.0823	
477.13	3330	-0.0825	
477.54	3333	-0.0826	
477.96	3335	-0.0823	
478.38	3338	-0.0823	
478.80	3340	-0.0827	
479.22	3343	-0.0827	
479.64	3345	-0.0826	
480.06	3348	-0.0826	
480.48	3350	-0.0829	
480.90	3353	-0.0828	
481.32	3355	-0.0824	
481.73	3358	-0.0828	
482.15	3360	-0.0829	
482.57	3363	-0.0827	
482.98	3365	-0.0825	
483.40	3368	-0.0829	
483.82	3370	-0.0832	
484.24	3373	-0.0828	
484.65	3375	-0.0826	
485.07	3378	-0.0829	
485.49	3380	-0.0831	
485.91	3383	-0.0830	
486.33	3385	-0.0828	
486.75	3388	-0.0832	
487.18	3390	-0.0834	
487.61	3393	-0.0829	
488.03	3395	-0.0826	
488.46	3398	-0.0832	
488.89	3400	-0.0835	
489.31	3403	-0.0831	
489.74	3405	-0.0830	
490.17	3408	-0.0834	
490.59	3410	-0.0835	
491.01	3413	-0.0833	
491.43	3415	-0.0832	
491.86	3418	-0.0836	
492.29	3420	-0.0837	
492.71	3423	-0.0834	
493.13	3425	-0.0833	
493.56	3428	-0.0836	
493.98	3430	-0.0836	
494.40	3433	-0.0833	
494.82	3435	-0.0834	
495.23	3438	-0.0839	
495.65	3440	-0.0837	
496.07	3443	-0.0834	
496.49	3445	-0.0835	
496.90	3448	-0.0840	
497.33	3450	-0.0838	
497.75	3453	-0.0835	
498.17	3455	-0.0838	
498.59	3458	-0.0839	
499.02	3460	-0.0837	
499.44	3463	-0.0834	
499.86	3465	-0.0836	
500.29	3468	-0.0839	
500.72	3470	-0.0838	
501.14	3473	-0.0834	
501.57	3475	-0.0839	
501.99	3478	-0.0841	
502.42	3480	-0.0838	
502.83	3483	-0.0834	
503.25	3485	-0.0839	
503.67	3488	-0.0839	
504.09	3490	-0.0837	
504.51	3493	-0.0836	
504.92	3495	-0.0841	
505.34	3498	-0.0842	
505.75	3500	-0.0839	
506.16	3503	-0.0837	
506.58	3505	-0.0842	
506.99	3508	-0.0843	
507.40	3510	-0.0840	
507.81	3513	-0.0840	
508.22	3515	-0.0843	
508.63	3518	-0.0844	
509.04	3520	-0.0839	
509.45	3523	-0.0838	
509.86	3525	-0.0842	
510.27	3528	-0.0845	
510.68	3530	-0.0842	
511.10	3533	-0.0843	
511.52	3535	-0.0846	
511.94	3538	-0.0846	
512.36	3540	-0.0844	
512.77	3543	-0.0844	
513.19	3545	-0.0850	
513.61	3548	-0.0848	
514.03	3550	-0.0843	
514.45	3553	-0.0846	
514.87	3555	-0.0848	
515.29	3558	-0.0848	
515.70	3560	-0.0846	
516.12	3563	-0.0847	
516.53	3565	-0.0852	
516.94	3568	-0.0851	
517.35	3570	-0.0850	
517.77	3573	-0.0853	
518.18	3575	-0.0854	
518.59	3578	-0.0854	
519.00	3580	-0.0853	
519.41	3583	-0.0855	
519.82	3585	-0.0858	
520.23	3588	-0.0854	
520.65	3590	-0.0853	
521.06	3593	-0.0857	
521.47	3595	-0.0859	
521.88	3598	-0.0855	
522.29	3600	-0.0854	
522.70	3603	-0.0860	
523.11	3605	-0.0863	
523.51	3608	-0.0860	
523.93	3610	-0.0857	
524.34	3613	-0.0862	
524.75	3615	-0.0864	
525.16	3618	-0.0860	
525.57	3620	-0.0859	
525.98	3623	-0.0864	
526.39	3625	-0.0865	
526.80	3628	-0.0863	
527.21	3630	-0.0863	
527.62	3633	-0.0868	
528.03	3635	-0.0868	
528.44	3638	-0.0867	
528.86	3640	-0.0866	
529.27	3643	-0.0873	
529.68	3645	-0.0872	
530.10	3648	-0.0868	
530.52	3650	-0.0870	
530.93	3653	-0.0875	
531.36	3655	-0.0874	
531.78	3658	-0.0870	
532.20	3660	-0.0874	
532.63	3663	-0.0879	
533.06	3665	-0.0876	
533.48	3668	-0.0875	
533.91	3670	-0.0878	
534.34	3673	-0.0881	
534.77	3675	-0.0878	
535.20	3678	-0.0878	
535.62	3680	-0.0880	
536.05	3683	-0.0886	
536.48	3685	-0.0880	
536.90	3688	-0.0881	
537.32	3690	-0.0882	
537.74	3693	-0.0886	
538.17	3695	-0.0884	
538.59	3698	-0.0881	
539.01	3700	-0.0889	
539.43	3703	-0.0890	
539.84	3705	-0.0887	
540.26	3708	-0.0887	
540.68	3710	-0.0890	
541.09	3713	-0.0894	
541.51	3715	-0.0890	
541.92	3718	-0.0890	
542.34	3720	-0.0894	
542.75	3723	-0.0898	
543.17	3725	-0.0895	
543.59	3728	-0.0896	
544.00	3730	-0.0899	
544.42	3733	-0.0900	
544.84	3735	-0.0898	
545.26	3738	-0.0899	
545.68	3740	-0.0902	
546.10	3743	-0.0904	
546.52	3745	-0.0902	
546.94	3748	-0.0904	
547.36	3750	-0.0909	
547.78	3753	-0.0909	
548.20	3755	-0.0907	
548.62	3758	-0.0911	
549.03	3760	-0.0916	
549.45	3763	-0.0912	
549.87	3765	-0.0911	
550.29	3768	-0.0916	
550.71	3770	-0.0919	
551.14	3773	-0.0916	
551.57	3775	-0.0916	
551.99	3778	-0.0922	
552.42	3780	-0.0924	
552.85	3783	-0.0922	
553.28	3785	-0.0922	
553.70	3788	-0.0928	
554.13	3790	-0.0931	
554.55	3793	-0.0928	
554.97	3795	-0.0927	
555.39	3798	-0.0935	
555.82	3800	-0.0935	
556.24	3803	-0.0934	
556.66	3805	-0.0935	
557.08	3808	-0.0940	
557.51	3810	-0.0943	
557.94	3813	-0.0939	
558.37	3815	-0.0938	
558.80	3818	-0.0944	
559.23	3820	-0.0947	
559.66	3823	-0.0947	
560.09	3825	-0.0949	
560.52	3828	-0.0955	
560.95	3830	-0.0955	
561.38	3833	-0.0954	
561.81	3835	-0.0959	
562.24	3838	-0.0962	
562.67	3840	-0.0962	
563.10	3843	-0.0962	
563.52	3845	-0.0965	
563.95	3848	-0.0971	
564.37	3850	-0.0968	
564.80	3853	-0.0972	
565.23	3855	-0.0976	
565.65	3858	-0.0980	
566.07	3860	-0.0979	
566.48	3863	-0.0978	
566.90	3865	-0.0986	
567.31	3868	-0.0990	
567.73	3870	-0.0989	
568.14	3873	-0.0989	
568.55	3875	-0.0996	
568.96	3878	-0.1000	
569.37	3880	-0.0998	
569.78	3883	-0.1000	
570.19	3885	-0.1006	
570.60	3888	-0.1012	
571.02	3890	-0.1011	
571.43	3893	-0.1014	
571.84	3895	-0.1020	
572.26	3898	-0.1024	
572.67	3900	-0.1023	
573.09	3903	-0.1025	
573.49	3905	-0.1033	
573.91	3908	-0.1035	
574.33	3910	-0.1034	
574.75	3913	-0.1038	
575.16	3915	-0.1045	
575.58	3918	-0.1047	
575.99	3920	-0.1049	
576.41	3923	-0.1053	
576.82	3925	-0.1056	
577.24	3928	-0.1060	
577.65	3930	-0.1061	
578.06	3933	-0.1067	
578.47	3935	-0.1072	
578.89	3938	-0.1074	
579.30	3940	-0.1076	
579.71	3943	-0.1082	
580.12	3945	-0.1088	
580.53	3948	-0.1087	
580.94	3950	-0.1092	
581.36	3953	-0.1097	
581.77	3955	-0.1104	
582.18	3958	-0.1104	
582.60	3960	-0.1106	
583.01	3963	-0.1114	
583.43	3965	-0.1120	
583.84	3968	-0.1122	
584.25	3970	-0.1125	
584.67	3973	-0.1135	
585.08	3975	-0.1142	
585.49	3978	-0.1141	
585.90	3980	-0.1143	
586.32	3983	-0.1154	
586.73	3985	-0.1159	
587.14	3988	-0.1160	
587.56	3990	-0.1166	
587.98	3993	-0.1173	
588.40	3995	-0.1178	
588.81	3998	-0.1180	
589.23	4000	-0.1185	
589.65	4003	-0.1197	
590.06	4005	-0.1201	
590.48	4008	-0.1204	
590.90	4010	-0.1211	
591.32	4013	-0.1220	
591.74	4015	-0.1223	
592.16	4018	-0.1227	
592.58	4020	-0.1237	
593.00	4023	-0.1246	
593.41	4025	-0.1249	
593.83	4028	-0.1253	
594.23	4030	-0.1263	
594.65	4033	-0.1271	
595.06	4035	-0.1274	
595.47	4038	-0.1278	
595.88	4040	-0.1289	
596.30	4043	-0.1301	
596.71	4045	-0.1303	
597.12	4048	-0.1310	
597.53	4050	-0.1320	
597.95	4053	-0.1329	
598.36	4055	-0.1332	
598.77	4058	-0.1338	
599.18	4060	-0.1352	
599.60	4063	-0.1359	
600.01	4065	-0.1366	
600.42	4068	-0.1374	
600.84	4070	-0.1386	
601.25	4073	-0.1393	
601.67	4075	-0.1400	
602.09	4078	-0.1408	
602.49	4080	-0.1420	
602.91	4083	-0.1424	
603.33	4085	-0.1432	
603.76	4088	-0.1445	
604.18	4090	-0.1454	
604.60	4093	-0.1463	
605.03	4095	-0.1471	
605.45	4098	-0.1484	
605.87	4100	-0.1498	
606.29	4103	-0.1504	
606.70	4105	-0.1507	
607.12	4108	-0.1525	
607.54	4110	-0.1538	
607.96	4113	-0.1544	
608.38	4115	-0.1553	
608.80	4118	-0.1569	
609.22	4120	-0.1582	
609.63	4123	-0.1590	
610.05	4125	-0.1600	
610.47	4128	-0.1615	
610.89	4130	-0.1629	
611.32	4133	-0.1637	
611.74	4135	-0.1647	
612.17	4138	-0.1664	
612.59	4140	-0.1674	
613.01	4143	-0.1684	
613.44	4145	-0.1699	
613.86	4148	-0.1714	
614.27	4150	-0.1729	
614.70	4153	-0.1738	
615.12	4155	-0.1753	
615.54	4158	-0.1770	
615.96	4160	-0.1782	
616.38	4163	-0.1795	
616.80	4165	-0.1812	
617.23	4168	-0.1829	
617.65	4170	-0.1839	
618.07	4173	-0.1853	
618.49	4175	-0.1871	
618.91	4178	-0.1890	
619.33	4180	-0.1900	
619.76	4183	-0.1913	
620.18	4185	-0.1932	
620.60	4188	-0.1950	
621.02	4190	-0.1963	
621.44	4193	-0.1979	
621.86	4195	-0.1999	
622.28	4198	-0.2018	
622.69	4200	-0.2032	
623.11	4203	-0.2048	
623.52	4205	-0.2069	
623.94	4208	-0.2088	
624.35	4210	-0.2105	
624.77	4213	-0.2123	
625.18	4215	-0.2145	
625.60	4218	-0.2162	
626.01	4220	-0.2180	
626.43	4223	-0.2201	
626.84	4225	-0.2224	
627.26	4228	-0.2242	
627.67	4230	-0.2261	
628.07	4233	-0.2282	
628.49	4235	-0.2307	
628.90	4238	-0.2327	
629.31	4240	-0.2347	
629.72	4243	-0.2371	
630.13	4245	-0.2395	
630.54	4248	-0.2413	
630.94	4250	-0.2435	
631.35	4253	-0.2463	
631.76	4255	-0.2486	
632.17	4258	-0.2507	
632.58	4260	-0.2528	
632.99	4263	-0.2555	
633.41	4265	-0.2584	
633.82	4268	-0.2605	
634.24	4270	-0.2629	
634.65	4273	-0.2658	
635.07	4275	-0.2686	
635.48	4278	-0.2708	
635.89	4280	-0.2734	
636.30	4283	-0.2766	
636.71	4285	-0.2793	
637.12	4288	-0.2817	
637.53	4290	-0.2845	
637.95	4293	-0.2878	
638.35	4295	-0.2907	
638.77	4298	-0.2933	
639.19	4300	-0.2963	
639.61	4303	-0.2995	
640.03	4305	-0.3024	
640.45	4308	-0.3052	
640.87	4310	-0.3086	
641.29	4313	-0.3121	
641.72	4315	-0.3149	
642.14	4318	-0.3181	
642.57	4320	-0.3217	
642.99	4323	-0.3252	
643.41	4325	-0.3284	
643.84	4328	-0.3316	
644.26	4330	-0.3354	
644.68	4333	-0.3391	
645.10	4335	-0.3423	
645.52	4338	-0.3459	
645.93	4340	-0.3498	
646.34	4343	-0.3536	
646.75	4345	-0.3570	
647.15	4348	-0.3607	
647.56	4350	-0.3651	
647.97	4353	-0.3692	
648.37	4355	-0.3727	
648.78	4358	-0.3765	
649.19	4360	-0.3811	
649.60	4363	-0.3852	
650.00	4365	-0.3888	
650.41	4368	-0.3932	
650.82	4370	-0.3978	
651.24	4373	-0.4021	
651.65	4375	-0.4061	
652.07	4378	-0.4107	
652.49	4380	-0.4156	
652.91	4383	-0.4199	
653.34	4385	-0.4243	
653.76	4388	-0.4291	
654.19	4390	-0.4341	
654.62	4393	-0.4387	
655.04	4395	-0.4432	
655.47	4398	-0.4484	
655.90	4400	-0.4536	
656.32	4403	-0.4582	
656.74	4405	-0.4632	
657.16	4408	-0.4688	
657.58	4410	-0.4743	
658.01	4413	-0.4792	
658.43	4415	-0.4843	
658.84	4418	-0.4900	
659.27	4420	-0.4956	
659.68	4423	-0.5008	
660.10	4425	-0.5064	
660.52	4428	-0.5123	
660.94	4430	-0.5181	
661.36	4433	-0.5238	
661.77	4435	-0.5296	
662.19	4438	-0.5359	
662.60	4440	-0.5422	
663.02	4443	-0.5478	
663.43	4445	-0.5540	
663.84	4448	-0.5605	
664.26	4450	-0.5670	
664.67	4453	-0.5731	
665.08	4455	-0.5795	
665.49	4458	-0.5865	
665.90	4460	-0.5932	
666.31	4463	-0.5994	
666.72	4465	-0.6065	
667.13	4468	-0.6134	
667.54	4470	-0.6204	
667.95	4473	-0.6274	
668.37	4475	-0.6346	
668.78	4478	-0.6422	
669.20	4480	-0.6491	
669.62	4483	-0.6561	
670.04	4485	-0.6641	
670.46	4488	-0.6720	
670.88	4490	-0.6794	
671.28	4493	-0.6866	
671.71	4495	-0.6947	
672.13	4498	-0.7029	
672.55	4500	-0.7104	
672.97	4503	-0.7186	
673.38	4505	-0.7270	
673.80	4508	-0.7355	
674.21	4510	-0.7435	
674.63	4513	-0.7519	
675.04	4515	-0.7609	
675.46	4518	-0.7695	
675.87	4520	-0.7779	
676.29	4523	-0.7870	
676.71	4525	-0.7963	
677.12	4528	-0.8057	
677.54	4530	-0.8143	
677.96	4533	-0.8237	
678.39	4535	-0.8334	
678.81	4538	-0.8428	
679.23	4540	-0.8522	
679.65	4543	-0.8621	
680.07	4545	-0.8723	
680.49	4548	-0.8822	
680.91	4550	-0.8918	
681.33	4553	-0.9020	
681.74	4555	-0.9128	
682.16	4558	-0.9230	
682.58	4560	-0.9332	
683.00	4563	-0.9442	
683.41	4565	-0.9550	
683.82	4568	-0.9660	
684.22	4570	-0.9764	
684.65	4573	-0.9879	
685.07	4575	-0.9995	
685.50	4578	-1.0105	
685.92	4580	-1.0220	
686.35	4583	-1.0340	
686.77	4585	-1.0458	
687.19	4588	-1.0576	
687.62	4590	-1.0692	
688.04	4593	-1.0819	
688.46	4595	-1.0944	
688.88	4598	-1.1064	
689.31	4600	-1.1186	
689.73	4603	-1.1319	
690.15	4605	-1.1449	
690.57	4608	-1.1574	
691.00	4610	-1.1704	
691.42	4613	-1.1843	
691.84	4615	-1.1976	
692.26	4618	-1.2108	
692.69	4620	-1.2243	
693.10	4623	-1.2386	
693.52	4625	-1.2528	
693.94	4628	-1.2666	
694.36	4630	-1.2809	
694.77	4633	-1.2958	
695.19	4635	-1.3103	
695.60	4638	-1.3250	
696.02	4640	-1.3398	
696.43	4643	-1.3553	
696.85	4645	-1.3704	
697.26	4648	-1.3857	
697.67	4650	-1.4013	
698.08	4653	-1.4175	
698.50	4655	-1.4331	
698.91	4658	-1.4490	
699.32	4660	-1.4654	
699.73	4663	-1.4820	
700.14	4665	-1.4985	
700.56	4668	-1.5149	
700.96	4670	-1.5320	
701.38	4673	-1.5494	
701.79	4675	-1.5663	
702.21	4678	-1.5834	
702.62	4680	-1.6016	
703.04	4683	-1.6194	
703.46	4685	-1.6370	
703.88	4688	-1.6549	
704.29	4690	-1.6737	
704.71	4693	-1.6924	
705.13	4695	-1.7105	
705.55	4698	-1.7296	
705.97	4700	-1.7491	
706.38	4703	-1.7685	
706.80	4705	-1.7876	
707.23	4708	-1.8075	
707.65	4710	-1.8275	
708.07	4713	-1.8478	
708.48	4715	-1.8678	
708.90	4718	-1.8884	
709.32	4720	-1.9091	
709.74	4723	-1.9302	
710.15	4725	-1.9512	
710.57	4728	-1.9724	
710.98	4730	-1.9942	
711.40	4733	-2.0159	
711.82	4735	-2.0376	
712.23	4738	-2.0600	
712.65	4740	-2.0827	
713.07	4743	-2.1051	
713.49	4745	-2.1277	
713.92	4748	-2.1513	
714.34	4750	-2.1749	
714.75	4753	-2.1981	
715.17	4755	-2.2217	
715.59	4758	-2.2459	
716.00	4760	-2.2702	
716.42	4763	-2.2946	
716.84	4765	-2.3189	
717.26	4768	-2.3443	
717.67	4770	-2.3697	
718.09	4773	-2.3948	
718.51	4775	-2.4203	
718.92	4778	-2.4466	
719.34	4780	-2.4727	
719.76	4783	-2.4985	
720.17	4785	-2.5254	
720.59	4788	-2.5526	
721.01	4790	-2.5800	
721.44	4793	-2.6069	
721.86	4795	-2.6348	
722.28	4798	-2.6630	
722.71	4800	-2.6912	
723.13	4803	-2.7192	
723.56	4805	-2.7480	
723.98	4808	-2.7776	
724.40	4810	-2.8064	
724.82	4813	-2.8358	
725.25	4815	-2.8656	
725.67	4818	-2.8961	
726.09	4820	-2.9265	
726.51	4823	-2.9568	
726.93	4825	-2.9878	
727.35	4828	-3.0192	
727.77	4830	-3.0506	
728.19	4833	-3.0823	
728.61	4835	-3.1143	
729.02	4838	-3.1470	
729.44	4840	-3.1794	
729.85	4843	-3.2122	
730.27	4845	-3.2455	
730.68	4848	-3.2791	
731.10	4850	-3.3126	
731.51	4853	-3.3464	
731.93	4855	-3.3813	
732.35	4858	-3.4162	
732.77	4860	-3.4506	
733.19	4863	-3.4856	
733.61	4865	-3.5219	
734.03	4868	-3.5578	
734.45	4870	-3.5937	
734.87	4873	-3.6299	
735.29	4875	-3.6671	
735.71	4878	-3.7043	
736.14	4880	-3.7414	
736.56	4883	-3.7791	
736.98	4885	-3.8175	
737.40	4888	-3.8558	
737.81	4890	-3.8940	
738.22	4893	-3.9331	
738.63	4895	-3.9727	
739.04	4898	-4.0122	
739.45	4900	-4.0519	
739.86	4903	-4.0921	
740.27	4905	-4.1330	
740.68	4908	-4.1740	
741.08	4910	-4.2145	
741.49	4913	-4.2561	
741.90	4915	-4.2984	
742.31	4918	-4.3404	
742.72	4920	-4.3826	
743.13	4923	-4.4254	
743.54	4925	-4.4687	
743.96	4928	-4.5118	
744.37	4930	-4.5556	
744.79	4933	-4.5997	
745.21	4935	-4.6442	
745.63	4938	-4.6885	
746.06	4940	-4.7334	
746.48	4943	-4.7788	
746.91	4945	-4.8245	
747.34	4948	-4.8700	
747.77	4950	-4.9162	
748.21	4953	-4.9633	
748.64	4955	-5.0103	
749.08	4958	-5.0571	
749.51	4960	-5.1047	
749.92	4963	-5.1530	
750.36	4965	-5.2016	
750.79	4968	-5.2495	
751.22	4970	-5.2984	
751.65	4973	-5.3482	
752.08	4975	-5.3978	
752.50	4978	-5.4472	
752.93	4980	-5.4977	
753.35	4983	-5.5482	
753.77	4985	-5.5995	
754.18	4988	-5.6498	
754.60	4990	-5.7014	
755.01	4993	-5.7535	
755.42	4995	-5.8056	
755.83	4998	-5.8575	
756.24	5000	-5.9103	
756.65	5003	-5.9635	
757.05	5005	-6.0165	
757.46	5008	-6.0699	
757.87	5010	-6.1238	
758.28	5013	-6.1780	
758.69	5015	-6.2321	
759.11	5018	-6.2865	
759.52	5020	-6.3416	
759.94	5023	-6.3968	
