CaWO4_3CaCO3(40mg)_VL_260728
Température four	Temps	TG	
/°C	/s	/mg	
379.92	2750	0.0083	
380.35	2753	0.0083	
380.78	2755	0.0079	
381.21	2758	0.0079	
381.64	2760	0.0080	
382.07	2763	0.0080	
382.49	2765	0.0080	
382.92	2768	0.0080	
383.35	2770	0.0080	
383.78	2773	0.0068	
384.20	2775	0.0068	
384.63	2778	0.0087	
385.06	2780	0.0087	
385.48	2783	0.0087	
385.91	2785	0.0078	
386.33	2788	0.0078	
386.76	2790	0.0088	
387.19	2793	0.0088	
387.61	2795	0.0082	
388.04	2798	0.0082	
388.46	2800	0.0082	
388.89	2803	0.0082	
389.31	2805	0.0082	
389.74	2808	0.0082	
390.16	2810	0.0082	
390.58	2813	0.0082	
391.00	2815	0.0082	
391.42	2818	0.0082	
391.84	2820	0.0082	
392.26	2823	0.0082	
392.68	2825	0.0070	
393.10	2828	0.0070	
393.52	2830	0.0091	
393.94	2833	0.0091	
394.36	2835	0.0091	
394.78	2838	0.0080	
395.21	2840	0.0080	
395.63	2843	0.0091	
396.06	2845	0.0091	
396.48	2848	0.0091	
396.91	2850	0.0083	
397.33	2853	0.0083	
397.76	2855	0.0083	
398.18	2858	0.0083	
398.61	2860	0.0084	
399.03	2863	0.0084	
399.46	2865	0.0084	
399.88	2868	0.0083	
400.30	2870	0.0083	
400.72	2873	0.0083	
401.14	2875	0.0083	
401.57	2878	0.0082	
401.99	2880	0.0082	
402.40	2883	0.0082	
402.82	2885	0.0087	
403.24	2888	0.0087	
403.65	2890	0.0084	
404.06	2893	0.0084	
404.48	2895	0.0084	
404.89	2898	0.0084	
405.31	2900	0.0084	
405.72	2903	0.0084	
406.14	2905	0.0084	
406.55	2908	0.0084	
406.97	2910	0.0084	
407.38	2913	0.0084	
407.80	2915	0.0083	
408.22	2918	0.0083	
408.63	2920	0.0097	
409.05	2923	0.0097	
409.47	2925	0.0097	
409.88	2928	0.0080	
410.30	2930	0.0080	
410.73	2933	0.0085	
411.15	2935	0.0085	
411.57	2938	0.0085	
411.99	2940	0.0085	
412.41	2943	0.0085	
412.83	2945	0.0086	
413.25	2948	0.0086	
413.67	2950	0.0086	
414.09	2953	0.0086	
414.50	2955	0.0086	
414.92	2958	0.0086	
415.33	2960	0.0086	
415.75	2963	0.0086	
416.17	2965	0.0086	
416.59	2968	0.0087	
417.01	2970	0.0087	
417.43	2973	0.0087	
417.85	2975	0.0094	
418.27	2978	0.0094	
418.69	2980	0.0084	
419.11	2983	0.0084	
419.53	2985	0.0088	
419.95	2988	0.0088	
420.37	2990	0.0088	
420.79	2993	0.0088	
421.21	2995	0.0088	
421.63	2998	0.0088	
422.05	3000	0.0088	
422.48	3003	0.0088	
422.90	3005	0.0089	
423.32	3008	0.0089	
423.75	3010	0.0089	
424.17	3013	0.0089	
424.59	3015	0.0101	
425.01	3018	0.0101	
425.43	3020	0.0101	
425.85	3023	0.0081	
426.27	3025	0.0081	
426.69	3028	0.0087	
427.11	3030	0.0087	
427.53	3033	0.0087	
427.95	3035	0.0087	
428.36	3038	0.0087	
428.78	3040	0.0088	
429.20	3043	0.0088	
429.61	3045	0.0088	
430.03	3048	0.0088	
430.45	3050	0.0088	
430.86	3053	0.0089	
431.28	3055	0.0089	
431.69	3058	0.0102	
432.10	3060	0.0102	
432.52	3063	0.0080	
432.94	3065	0.0080	
433.35	3068	0.0080	
433.77	3070	0.0095	
434.19	3073	0.0095	
434.61	3075	0.0075	
435.03	3078	0.0075	
435.44	3080	0.0075	
435.86	3083	0.0090	
436.27	3085	0.0090	
436.69	3088	0.0089	
437.11	3090	0.0089	
437.53	3093	0.0088	
437.95	3095	0.0088	
438.36	3098	0.0088	
438.78	3100	0.0099	
439.20	3103	0.0099	
439.62	3105	0.0086	
440.04	3108	0.0086	
440.46	3110	0.0086	
440.88	3113	0.0097	
441.30	3115	0.0097	
441.72	3118	0.0079	
442.14	3120	0.0079	
442.56	3123	0.0091	
442.99	3125	0.0091	
443.41	3128	0.0091	
443.83	3130	0.0091	
444.25	3133	0.0091	
444.67	3135	0.0092	
445.10	3138	0.0092	
445.52	3140	0.0103	
445.95	3143	0.0103	
446.37	3145	0.0103	
446.79	3148	0.0089	
447.21	3150	0.0089	
447.63	3153	0.0105	
448.04	3155	0.0105	
448.46	3158	0.0105	
448.87	3160	0.0088	
449.28	3163	0.0088	
449.70	3165	0.0091	
450.11	3168	0.0091	
450.53	3170	0.0091	
450.94	3173	0.0091	
451.35	3175	0.0091	
451.77	3178	0.0092	
452.18	3180	0.0092	
452.59	3183	0.0106	
453.01	3185	0.0106	
453.42	3188	0.0106	
453.83	3190	0.0086	
454.25	3193	0.0086	
454.67	3195	0.0104	
455.09	3198	0.0104	
455.51	3200	0.0085	
455.93	3203	0.0085	
456.35	3205	0.0085	
456.77	3208	0.0091	
457.19	3210	0.0091	
457.61	3213	0.0091	
458.03	3215	0.0091	
458.45	3218	0.0091	
458.87	3220	0.0091	
459.28	3223	0.0091	
459.70	3225	0.0091	
460.12	3228	0.0091	
460.53	3230	0.0092	
460.94	3233	0.0092	
461.36	3235	0.0092	
461.77	3238	0.0102	
462.19	3240	0.0102	
462.61	3243	0.0088	
463.02	3245	0.0088	
463.44	3248	0.0088	
463.85	3250	0.0095	
464.27	3253	0.0095	
464.68	3255	0.0094	
465.10	3258	0.0094	
465.51	3260	0.0094	
465.93	3263	0.0094	
466.34	3265	0.0094	
466.75	3268	0.0094	
467.17	3270	0.0094	
467.58	3273	0.0094	
468.00	3275	0.0094	
468.41	3278	0.0094	
468.83	3280	0.0102	
469.24	3283	0.0102	
469.65	3285	0.0092	
470.07	3288	0.0092	
470.48	3290	0.0092	
470.89	3293	0.0101	
471.31	3295	0.0101	
471.72	3298	0.0084	
472.14	3300	0.0084	
472.55	3303	0.0097	
472.97	3305	0.0097	
473.39	3308	0.0097	
473.81	3310	0.0096	
474.22	3313	0.0096	
474.64	3315	0.0096	
475.05	3318	0.0096	
475.47	3320	0.0096	
475.88	3323	0.0107	
476.30	3325	0.0107	
476.71	3328	0.0090	
477.13	3330	0.0090	
477.54	3333	0.0102	
477.96	3335	0.0102	
478.38	3338	0.0102	
478.80	3340	0.0081	
479.22	3343	0.0081	
479.64	3345	0.0096	
480.06	3348	0.0096	
480.48	3350	0.0096	
480.90	3353	0.0096	
481.32	3355	0.0096	
481.73	3358	0.0096	
482.15	3360	0.0096	
482.57	3363	0.0106	
482.98	3365	0.0106	
483.40	3368	0.0106	
483.82	3370	0.0089	
484.24	3373	0.0089	
484.65	3375	0.0101	
485.07	3378	0.0101	
485.49	3380	0.0101	
485.91	3383	0.0080	
486.33	3385	0.0080	
486.75	3388	0.0095	
487.18	3390	0.0095	
487.61	3393	0.0096	
488.03	3395	0.0096	
488.46	3398	0.0096	
488.89	3400	0.0097	
489.31	3403	0.0097	
489.74	3405	0.0105	
490.17	3408	0.0105	
490.59	3410	0.0095	
491.01	3413	0.0095	
491.43	3415	0.0095	
491.86	3418	0.0105	
492.29	3420	0.0105	
492.71	3423	0.0086	
493.13	3425	0.0086	
493.56	3428	0.0100	
493.98	3430	0.0100	
494.40	3433	0.0100	
494.82	3435	0.0100	
495.23	3438	0.0100	
495.65	3440	0.0100	
496.07	3443	0.0100	
496.49	3445	0.0100	
496.90	3448	0.0101	
497.33	3450	0.0101	
497.75	3453	0.0101	
498.17	3455	0.0101	
498.59	3458	0.0108	
499.02	3460	0.0108	
499.44	3463	0.0108	
499.86	3465	0.0096	
500.29	3468	0.0096	
500.72	3470	0.0101	
501.14	3473	0.0101	
501.57	3475	0.0101	
501.99	3478	0.0101	
502.42	3480	0.0101	
502.83	3483	0.0101	
503.25	3485	0.0101	
503.67	3488	0.0113	
504.09	3490	0.0113	
504.51	3493	0.0094	
504.92	3495	0.0094	
505.34	3498	0.0094	
505.75	3500	0.0107	
506.16	3503	0.0107	
506.58	3505	0.0087	
506.99	3508	0.0087	
507.40	3510	0.0087	
507.81	3513	0.0099	
508.22	3515	0.0099	
508.63	3518	0.0099	
509.04	3520	0.0099	
509.45	3523	0.0099	
509.86	3525	0.0099	
510.27	3528	0.0099	
510.68	3530	0.0111	
511.10	3533	0.0111	
511.52	3535	0.0095	
511.94	3538	0.0095	
512.36	3540	0.0095	
512.77	3543	0.0106	
513.19	3545	0.0106	
513.61	3548	0.0089	
514.03	3550	0.0089	
514.45	3553	0.0089	
514.87	3555	0.0101	
515.29	3558	0.0101	
515.70	3560	0.0101	
516.12	3563	0.0101	
516.53	3565	0.0102	
516.94	3568	0.0102	
517.35	3570	0.0102	
517.77	3573	0.0113	
518.18	3575	0.0113	
518.59	3578	0.0099	
519.00	3580	0.0099	
519.41	3583	0.0099	
519.82	3585	0.0112	
520.23	3588	0.0112	
520.65	3590	0.0093	
521.06	3593	0.0093	
521.47	3595	0.0093	
521.88	3598	0.0106	
522.29	3600	0.0106	
522.70	3603	0.0106	
523.11	3605	0.0106	
523.51	3608	0.0105	
523.93	3610	0.0105	
524.34	3613	0.0105	
524.75	3615	0.0119	
525.16	3618	0.0119	
525.57	3620	0.0102	
525.98	3623	0.0102	
526.39	3625	0.0102	
526.80	3628	0.0115	
527.21	3630	0.0115	
527.62	3633	0.0092	
528.03	3635	0.0092	
528.44	3638	0.0092	
528.86	3640	0.0113	
529.27	3643	0.0113	
529.68	3645	0.0094	
530.10	3648	0.0094	
530.52	3650	0.0106	
530.93	3653	0.0106	
531.36	3655	0.0106	
531.78	3658	0.0117	
532.20	3660	0.0117	
532.63	3663	0.0100	
533.06	3665	0.0100	
533.48	3668	0.0100	
533.91	3670	0.0112	
534.34	3673	0.0112	
534.77	3675	0.0092	
535.20	3678	0.0092	
535.62	3680	0.0112	
536.05	3683	0.0112	
536.48	3685	0.0112	
536.90	3688	0.0092	
537.32	3690	0.0092	
537.74	3693	0.0105	
538.17	3695	0.0105	
538.59	3698	0.0105	
539.01	3700	0.0105	
539.43	3703	0.0105	
539.84	3705	0.0106	
540.26	3708	0.0106	
540.68	3710	0.0113	
541.09	3713	0.0113	
541.51	3715	0.0093	
541.92	3718	0.0093	
542.34	3720	0.0093	
542.75	3723	0.0114	
543.17	3725	0.0114	
543.59	3728	0.0095	
544.00	3730	0.0095	
544.42	3733	0.0095	
544.84	3735	0.0109	
545.26	3738	0.0109	
545.68	3740	0.0120	
546.10	3743	0.0120	
546.52	3745	0.0106	
546.94	3748	0.0106	
547.36	3750	0.0106	
547.78	3753	0.0117	
548.20	3755	0.0117	
548.62	3758	0.0099	
549.03	3760	0.0099	
549.45	3763	0.0099	
549.87	3765	0.0118	
550.29	3768	0.0118	
550.71	3770	0.0099	
551.14	3773	0.0099	
551.57	3775	0.0114	
551.99	3778	0.0114	
552.42	3780	0.0114	
552.85	3783	0.0124	
553.28	3785	0.0124	
553.70	3788	0.0107	
554.13	3790	0.0107	
554.55	3793	0.0123	
554.97	3795	0.0123	
555.39	3798	0.0123	
555.82	3800	0.0108	
556.24	3803	0.0108	
556.66	3805	0.0120	
557.08	3808	0.0120	
557.51	3810	0.0096	
557.94	3813	0.0096	
558.37	3815	0.0096	
558.80	3818	0.0111	
559.23	3820	0.0111	
559.66	3823	0.0121	
560.09	3825	0.0121	
560.52	3828	0.0107	
560.95	3830	0.0107	
561.38	3833	0.0107	
561.81	3835	0.0122	
562.24	3838	0.0122	
562.67	3840	0.0106	
563.10	3843	0.0106	
563.52	3845	0.0118	
563.95	3848	0.0118	
564.37	3850	0.0118	
564.80	3853	0.0096	
565.23	3855	0.0096	
565.65	3858	0.0111	
566.07	3860	0.0111	
566.48	3863	0.0111	
566.90	3865	0.0111	
567.31	3868	0.0111	
567.73	3870	0.0111	
568.14	3873	0.0111	
568.55	3875	0.0122	
568.96	3878	0.0122	
569.37	3880	0.0122	
569.78	3883	0.0107	
570.19	3885	0.0107	
570.60	3888	0.0121	
571.02	3890	0.0121	
571.43	3893	0.0121	
571.84	3895	0.0103	
572.26	3898	0.0103	
572.67	3900	0.0116	
573.09	3903	0.0116	
573.49	3905	0.0116	
573.91	3908	0.0116	
574.33	3910	0.0116	
574.75	3913	0.0116	
575.16	3915	0.0116	
575.58	3918	0.0129	
575.99	3920	0.0129	
576.41	3923	0.0129	
576.82	3925	0.0112	
577.24	3928	0.0112	
577.65	3930	0.0125	
578.06	3933	0.0125	
578.47	3935	0.0125	
578.89	3938	0.0105	
579.30	3940	0.0105	
579.71	3943	0.0119	
580.12	3945	0.0119	
580.53	3948	0.0119	
580.94	3950	0.0119	
581.36	3953	0.0119	
581.77	3955	0.0119	
582.18	3958	0.0119	
582.60	3960	0.0132	
583.01	3963	0.0132	
583.43	3965	0.0132	
583.84	3968	0.0115	
584.25	3970	0.0115	
584.67	3973	0.0116	
585.08	3975	0.0116	
585.49	3978	0.0116	
585.90	3980	0.0124	
586.32	3983	0.0124	
586.73	3985	0.0117	
587.14	3988	0.0117	
587.56	3990	0.0118	
587.98	3993	0.0118	
588.40	3995	0.0118	
588.81	3998	0.0118	
589.23	4000	0.0118	
589.65	4003	0.0129	
590.06	4005	0.0129	
590.48	4008	0.0129	
590.90	4010	0.0110	
591.32	4013	0.0110	
591.74	4015	0.0116	
592.16	4018	0.0116	
592.58	4020	0.0121	
593.00	4023	0.0121	
593.41	4025	0.0121	
593.83	4028	0.0118	
594.23	4030	0.0118	
594.65	4033	0.0118	
595.06	4035	0.0118	
595.47	4038	0.0118	
595.88	4040	0.0119	
596.30	4043	0.0119	
596.71	4045	0.0131	
597.12	4048	0.0131	
597.53	4050	0.0116	
597.95	4053	0.0116	
598.36	4055	0.0116	
598.77	4058	0.0130	
599.18	4060	0.0130	
599.60	4063	0.0117	
600.01	4065	0.0117	
600.42	4068	0.0117	
600.84	4070	0.0121	
601.25	4073	0.0121	
601.67	4075	0.0123	
602.09	4078	0.0123	
602.49	4080	0.0123	
602.91	4083	0.0125	
603.33	4085	0.0125	
603.76	4088	0.0135	
604.18	4090	0.0135	
604.60	4093	0.0121	
605.03	4095	0.0121	
605.45	4098	0.0121	
605.87	4100	0.0133	
606.29	4103	0.0133	
606.70	4105	0.0109	
607.12	4108	0.0109	
607.54	4110	0.0126	
607.96	4113	0.0126	
608.38	4115	0.0126	
608.80	4118	0.0125	
609.22	4120	0.0125	
609.63	4123	0.0125	
610.05	4125	0.0125	
610.47	4128	0.0125	
610.89	4130	0.0137	
611.32	4133	0.0137	
611.74	4135	0.0120	
612.17	4138	0.0120	
612.59	4140	0.0138	
613.01	4143	0.0138	
613.44	4145	0.0138	
613.86	4148	0.0120	
614.27	4150	0.0120	
614.70	4153	0.0134	
615.12	4155	0.0134	
615.54	4158	0.0106	
615.96	4160	0.0106	
616.38	4163	0.0106	
616.80	4165	0.0125	
617.23	4168	0.0125	
617.65	4170	0.0135	
618.07	4173	0.0135	
618.49	4175	0.0135	
618.91	4178	0.0120	
619.33	4180	0.0120	
619.76	4183	0.0137	
620.18	4185	0.0137	
620.60	4188	0.0120	
621.02	4190	0.0120	
621.44	4193	0.0120	
621.86	4195	0.0134	
622.28	4198	0.0134	
622.69	4200	0.0113	
623.11	4203	0.0113	
623.52	4205	0.0127	
623.94	4208	0.0127	
624.35	4210	0.0127	
624.77	4213	0.0137	
625.18	4215	0.0137	
625.60	4218	0.0121	
626.01	4220	0.0121	
626.43	4223	0.0121	
626.84	4225	0.0139	
627.26	4228	0.0139	
627.67	4230	0.0124	
628.07	4233	0.0124	
628.49	4235	0.0124	
628.90	4238	0.0138	
629.31	4240	0.0138	
629.72	4243	0.0114	
630.13	4245	0.0114	
630.54	4248	0.0130	
630.94	4250	0.0130	
631.35	4253	0.0130	
631.76	4255	0.0145	
632.17	4258	0.0145	
632.58	4260	0.0124	
632.99	4263	0.0124	
633.41	4265	0.0124	
633.82	4268	0.0145	
634.24	4270	0.0145	
634.65	4273	0.0125	
635.07	4275	0.0125	
635.48	4278	0.0125	
635.89	4280	0.0133	
636.30	4283	0.0133	
636.71	4285	0.0133	
637.12	4288	0.0133	
637.53	4290	0.0132	
637.95	4293	0.0132	
638.35	4295	0.0132	
638.77	4298	0.0144	
639.19	4300	0.0144	
639.61	4303	0.0126	
640.03	4305	0.0126	
640.45	4308	0.0126	
640.87	4310	0.0143	
641.29	4313	0.0143	
641.72	4315	0.0111	
642.14	4318	0.0111	
642.57	4320	0.0131	
642.99	4323	0.0131	
643.41	4325	0.0131	
643.84	4328	0.0132	
644.26	4330	0.0132	
644.68	4333	0.0133	
645.10	4335	0.0133	
645.52	4338	0.0143	
645.93	4340	0.0143	
646.34	4343	0.0143	
646.75	4345	0.0125	
647.15	4348	0.0125	
647.56	4350	0.0142	
647.97	4353	0.0142	
648.37	4355	0.0142	
648.78	4358	0.0129	
649.19	4360	0.0129	
649.60	4363	0.0134	
650.00	4365	0.0134	
650.41	4368	0.0134	
650.82	4370	0.0135	
651.24	4373	0.0135	
651.65	4375	0.0135	
652.07	4378	0.0135	
652.49	4380	0.0135	
652.91	4383	0.0146	
653.34	4385	0.0146	
653.76	4388	0.0129	
654.19	4390	0.0129	
654.62	4393	0.0147	
655.04	4395	0.0147	
655.47	4398	0.0147	
655.90	4400	0.0127	
656.32	4403	0.0127	
656.74	4405	0.0135	
657.16	4408	0.0135	
657.58	4410	0.0135	
658.01	4413	0.0135	
658.43	4415	0.0135	
658.84	4418	0.0135	
659.27	4420	0.0135	
659.68	4423	0.0152	
660.10	4425	0.0152	
660.52	4428	0.0129	
660.94	4430	0.0129	
661.36	4433	0.0129	
661.77	4435	0.0149	
662.19	4438	0.0149	
662.60	4440	0.0112	
663.02	4443	0.0112	
663.43	4445	0.0112	
663.84	4448	0.0138	
664.26	4450	0.0138	
664.67	4453	0.0138	
665.08	4455	0.0138	
665.49	4458	0.0138	
665.90	4460	0.0139	
666.31	4463	0.0139	
666.72	4465	0.0152	
667.13	4468	0.0152	
667.54	4470	0.0132	
667.95	4473	0.0132	
668.37	4475	0.0132	
668.78	4478	0.0150	
669.20	4480	0.0150	
669.62	4483	0.0117	
670.04	4485	0.0117	
670.46	4488	0.0117	
670.88	4490	0.0141	
671.28	4493	0.0141	
671.71	4495	0.0141	
672.13	4498	0.0141	
672.55	4500	0.0140	
672.97	4503	0.0140	
673.38	4505	0.0140	
673.80	4508	0.0152	
674.21	4510	0.0152	
674.63	4513	0.0134	
675.04	4515	0.0134	
675.46	4518	0.0134	
675.87	4520	0.0150	
676.29	4523	0.0150	
676.71	4525	0.0121	
677.12	4528	0.0121	
677.54	4530	0.0151	
677.96	4533	0.0151	
678.39	4535	0.0151	
678.81	4538	0.0120	
679.23	4540	0.0120	
679.65	4543	0.0140	
680.07	4545	0.0140	
680.49	4548	0.0140	
680.91	4550	0.0155	
681.33	4553	0.0155	
681.74	4555	0.0133	
682.16	4558	0.0133	
682.58	4560	0.0151	
683.00	4563	0.0151	
683.41	4565	0.0151	
683.82	4568	0.0118	
684.22	4570	0.0118	
684.65	4573	0.0142	
685.07	4575	0.0142	
685.50	4578	0.0142	
685.92	4580	0.0142	
686.35	4583	0.0142	
686.77	4585	0.0143	
687.19	4588	0.0143	
687.62	4590	0.0162	
688.04	4593	0.0162	
688.46	4595	0.0162	
688.88	4598	0.0134	
689.31	4600	0.0134	
689.73	4603	0.0158	
690.15	4605	0.0158	
690.57	4608	0.0118	
691.00	4610	0.0118	
691.42	4613	0.0118	
691.84	4615	0.0145	
692.26	4618	0.0145	
692.69	4620	0.0146	
693.10	4623	0.0146	
693.52	4625	0.0146	
693.94	4628	0.0146	
694.36	4630	0.0146	
694.77	4633	0.0159	
695.19	4635	0.0159	
695.60	4638	0.0140	
696.02	4640	0.0140	
696.43	4643	0.0140	
696.85	4645	0.0158	
697.26	4648	0.0158	
697.67	4650	0.0121	
698.08	4653	0.0121	
698.50	4655	0.0121	
698.91	4658	0.0147	
699.32	4660	0.0147	
699.73	4663	0.0147	
700.14	4665	0.0147	
700.56	4668	0.0147	
700.96	4670	0.0147	
701.38	4673	0.0147	
701.79	4675	0.0161	
702.21	4678	0.0161	
702.62	4680	0.0140	
703.04	4683	0.0140	
703.46	4685	0.0140	
703.88	4688	0.0158	
704.29	4690	0.0158	
704.71	4693	0.0124	
705.13	4695	0.0124	
705.55	4698	0.0158	
705.97	4700	0.0158	
706.38	4703	0.0158	
706.80	4705	0.0123	
707.23	4708	0.0123	
707.65	4710	0.0147	
708.07	4713	0.0147	
708.48	4715	0.0147	
708.90	4718	0.0146	
709.32	4720	0.0146	
709.74	4723	0.0146	
710.15	4725	0.0146	
710.57	4728	0.0161	
710.98	4730	0.0161	
711.40	4733	0.0161	
711.82	4735	0.0123	
712.23	4738	0.0123	
712.65	4740	0.0161	
713.07	4743	0.0161	
713.49	4745	0.0161	
713.92	4748	0.0123	
714.34	4750	0.0123	
714.75	4753	0.0149	
715.17	4755	0.0149	
715.59	4758	0.0171	
716.00	4760	0.0171	
716.42	4763	0.0171	
716.84	4765	0.0140	
717.26	4768	0.0140	
717.67	4770	0.0166	
718.09	4773	0.0166	
718.51	4775	0.0124	
718.92	4778	0.0124	
719.34	4780	0.0124	
719.76	4783	0.0166	
720.17	4785	0.0166	
720.59	4788	0.0128	
721.01	4790	0.0128	
721.44	4793	0.0128	
721.86	4795	0.0153	
722.28	4798	0.0153	
722.71	4800	0.0170	
723.13	4803	0.0170	
723.56	4805	0.0144	
723.98	4808	0.0144	
724.40	4810	0.0144	
724.82	4813	0.0168	
725.25	4815	0.0168	
725.67	4818	0.0129	
726.09	4820	0.0129	
726.51	4823	0.0168	
726.93	4825	0.0168	
727.35	4828	0.0168	
727.77	4830	0.0131	
728.19	4833	0.0131	
728.61	4835	0.0154	
729.02	4838	0.0154	
729.44	4840	0.0154	
729.85	4843	0.0170	
730.27	4845	0.0170	
730.68	4848	0.0147	
731.10	4850	0.0147	
731.51	4853	0.0166	
731.93	4855	0.0166	
732.35	4858	0.0166	
732.77	4860	0.0129	
733.19	4863	0.0129	
733.61	4865	0.0166	
734.03	4868	0.0166	
734.45	4870	0.0166	
734.87	4873	0.0129	
735.29	4875	0.0129	
735.71	4878	0.0167	
736.14	4880	0.0167	
736.56	4883	0.0151	
736.98	4885	0.0151	
737.40	4888	0.0151	
737.81	4890	0.0146	
738.22	4893	0.0146	
738.63	4895	0.0174	
739.04	4898	0.0174	
739.45	4900	0.0174	
739.86	4903	0.0146	
740.27	4905	0.0146	
740.68	4908	0.0173	
741.08	4910	0.0173	
741.49	4913	0.0173	
741.90	4915	0.0130	
742.31	4918	0.0130	
742.72	4920	0.0171	
743.13	4923	0.0171	
743.54	4925	0.0155	
743.96	4928	0.0155	
744.37	4930	0.0155	
744.79	4933	0.0151	
745.21	4935	0.0151	
745.63	4938	0.0180	
746.06	4940	0.0180	
746.48	4943	0.0180	
746.91	4945	0.0152	
747.34	4948	0.0152	
747.77	4950	0.0176	
748.21	4953	0.0176	
748.64	4955	0.0135	
749.08	4958	0.0135	
749.51	4960	0.0161	
749.92	4963	0.0161	
750.36	4965	0.0161	
750.79	4968	0.0177	
751.22	4970	0.0177	
751.65	4973	0.0154	
752.08	4975	0.0154	
752.50	4978	0.0154	
752.93	4980	0.0178	
753.35	4983	0.0178	
753.77	4985	0.0155	
754.18	4988	0.0155	
754.60	4990	0.0177	
755.01	4993	0.0177	
755.42	4995	0.0177	
755.83	4998	0.0137	
756.24	5000	0.0137	
756.65	5003	0.0177	
757.05	5005	0.0177	
757.46	5008	0.0177	
757.87	5010	0.0158	
758.28	5013	0.0158	
758.69	5015	0.0155	
759.11	5018	0.0155	
759.52	5020	0.0178	
759.94	5023	0.0178	
760.35	5025	0.0178	
760.77	5028	0.0155	
761.19	5030	0.0155	
761.61	5033	0.0180	
762.04	5035	0.0180	
762.46	5038	0.0180	
762.88	5040	0.0154	
763.30	5043	0.0154	
763.71	5045	0.0177	
764.13	5048	0.0177	
764.54	5050	0.0159	
764.96	5053	0.0159	
765.37	5055	0.0159	
765.78	5058	0.0155	
766.19	5060	0.0155	
766.60	5063	0.0184	
767.01	5065	0.0184	
767.41	5068	0.0184	
767.82	5070	0.0155	
768.23	5073	0.0155	
768.63	5075	0.0185	
769.03	5078	0.0185	
769.44	5080	0.0185	
769.84	5083	0.0157	
770.25	5085	0.0157	
770.66	5088	0.0167	
771.07	5090	0.0167	
771.48	5093	0.0167	
771.89	5095	0.0189	
772.30	5098	0.0189	
772.71	5100	0.0158	
773.12	5103	0.0158	
773.54	5105	0.0185	
773.95	5108	0.0185	
774.37	5110	0.0185	
774.77	5113	0.0159	
775.17	5115	0.0159	
775.60	5118	0.0163	
776.03	5120	0.0163	
776.46	5123	0.0163	
776.90	5125	0.0177	
777.33	5128	0.0177	
777.76	5130	0.0169	
778.19	5133	0.0169	
778.62	5135	0.0169	
779.04	5138	0.0169	
779.46	5140	0.0169	
779.88	5143	0.0170	
780.29	5145	0.0170	
780.71	5148	0.0183	
781.12	5150	0.0183	
781.54	5153	0.0163	
781.95	5155	0.0163	
782.36	5158	0.0163	
782.77	5160	0.0163	
783.18	5163	0.0163	
783.58	5165	0.0187	
783.99	5168	0.0187	
784.39	5170	0.0187	
784.79	5173	0.0170	
785.19	5175	0.0170	
785.60	5178	0.0170	
786.00	5180	0.0170	
786.41	5183	0.0170	
786.81	5185	0.0170	
787.22	5188	0.0170	
787.62	5190	0.0187	
788.03	5193	0.0187	
788.44	5195	0.0187	
788.84	5198	0.0161	
789.25	5200	0.0161	
789.66	5203	0.0165	
790.07	5205	0.0165	
790.48	5208	0.0165	
790.89	5210	0.0183	
791.31	5213	0.0183	
791.72	5215	0.0171	
792.14	5218	0.0171	
792.56	5220	0.0171	
792.98	5223	0.0171	
793.40	5225	0.0171	
793.82	5228	0.0172	
794.25	5230	0.0172	
794.67	5233	0.0193	
795.10	5235	0.0193	
795.53	5238	0.0162	
795.95	5240	0.0162	
796.38	5243	0.0162	
796.80	5245	0.0168	
797.23	5248	0.0168	
797.65	5250	0.0183	
798.08	5253	0.0183	
798.50	5255	0.0183	
798.93	5258	0.0174	
799.35	5260	0.0174	
799.77	5263	0.0174	
800.18	5265	0.0174	
800.60	5268	0.0174	
801.02	5270	0.0174	
801.43	5273	0.0174	
801.85	5275	0.0192	
802.27	5278	0.0192	
802.69	5280	0.0166	
803.11	5283	0.0166	
803.52	5285	0.0176	
803.90	5288	0.0176	
804.33	5290	0.0176	
804.75	5293	0.0176	
805.17	5295	0.0176	
805.58	5298	0.0176	
806.00	5300	0.0176	
806.42	5303	0.0176	
806.84	5305	0.0176	
807.25	5308	0.0176	
807.67	5310	0.0176	
808.09	5313	0.0176	
808.51	5315	0.0189	
808.92	5318	0.0189	
809.34	5320	0.0189	
809.76	5323	0.0169	
810.18	5325	0.0169	
810.59	5328	0.0176	
811.01	5330	0.0176	
811.42	5333	0.0176	
811.84	5335	0.0176	
812.25	5338	0.0176	
812.66	5340	0.0177	
813.08	5343	0.0177	
813.49	5345	0.0177	
813.91	5348	0.0178	
814.32	5350	0.0178	
814.74	5353	0.0179	
815.16	5355	0.0179	
815.57	5358	0.0196	
815.99	5360	0.0196	
816.41	5363	0.0196	
816.83	5365	0.0168	
817.25	5368	0.0168	
817.67	5370	0.0178	
818.09	5373	0.0178	
818.51	5375	0.0177	
818.92	5378	0.0177	
819.34	5380	0.0177	
819.76	5383	0.0176	
820.17	5385	0.0176	
820.59	5388	0.0177	
821.00	5390	0.0177	
821.42	5393	0.0177	
821.83	5395	0.0177	
822.25	5398	0.0177	
822.67	5400	0.0201	
823.09	5403	0.0201	
823.51	5405	0.0169	
823.93	5408	0.0169	
824.36	5410	0.0169	
824.78	5413	0.0192	
825.20	5415	0.0192	
825.63	5418	0.0153	
826.05	5420	0.0153	
826.48	5423	0.0153	
826.90	5425	0.0180	
827.31	5428	0.0180	
827.73	5430	0.0196	
